c_charge_degree,race,age,sex,priors_count,days_b_screening_arrest,label
M,Caucasian,24,Female,9,-1.0,1
F,Caucasian,21,Male,1,-1.0,0
F,African_American,37,Female,3,-1.0,0
M,Caucasian,49,Male,4,-8.0,0
M,African_American,23,Male,1,0.0,0
F,Caucasian,46,Male,0,-1.0,0
M,Caucasian,25,Male,1,0.0,0
F,Other,21,Male,0,-1.0,1
M,African_American,28,Female,9,-12.0,1
M,Caucasian,24,Female,0,0.0,0
F,African_American,21,Male,0,-1.0,0
M,Other,25,Male,2,-1.0,1
M,African_American,31,Male,0,-1.0,0
F,African_American,21,Male,3,-1.0,1
M,Hispanic,22,Male,0,0.0,1
F,Caucasian,28,Female,1,-1.0,0
M,Caucasian,29,Female,0,-1.0,0
M,Caucasian,26,Male,1,-1.0,0
M,Caucasian,46,Male,0,-1.0,0
M,African_American,29,Male,0,-1.0,0
M,Caucasian,36,Male,0,0.0,0
F,Caucasian,36,Male,0,-1.0,1
M,Caucasian,37,Male,4,0.0,1
M,Hispanic,48,Male,1,0.0,0
F,Caucasian,45,Male,2,-1.0,0
F,Caucasian,41,Male,1,0.0,0
M,African_American,43,Male,0,0.0,0
F,African_American,24,Male,0,-1.0,0
M,Caucasian,27,Female,4,8.0,1
M,African_American,24,Male,12,0.0,1
F,Hispanic,34,Male,2,-1.0,1
F,African_American,22,Male,0,-1.0,1
M,Caucasian,52,Female,0,-1.0,0
F,Other,25,Male,0,-1.0,1
F,African_American,36,Male,15,-1.0,0
F,Caucasian,28,Male,3,-1.0,0
F,African_American,56,Female,1,-24.0,1
F,Caucasian,29,Female,1,-1.0,1
F,Caucasian,33,Male,1,-1.0,0
F,Caucasian,33,Female,2,-1.0,1
M,African_American,69,Male,22,-1.0,0
F,African_American,37,Male,8,0.0,0
F,Caucasian,41,Male,1,0.0,0
F,Caucasian,34,Female,1,-1.0,1
F,African_American,38,Male,2,-1.0,0
F,African_American,27,Male,1,-1.0,1
F,African_American,28,Female,4,-1.0,1
F,Caucasian,22,Male,0,-2.0,0
M,Hispanic,30,Female,0,-1.0,1
F,African_American,21,Male,3,-3.0,1
F,Caucasian,49,Female,8,-10.0,0
F,Caucasian,53,Male,0,-1.0,0
F,Hispanic,44,Male,0,-1.0,0
F,African_American,36,Male,0,-1.0,0
M,Caucasian,28,Male,9,-1.0,0
F,African_American,21,Male,0,-1.0,0
F,Caucasian,26,Female,2,0.0,1
F,African_American,39,Male,0,0.0,0
M,African_American,27,Male,1,-1.0,0
M,Hispanic,23,Female,0,-2.0,0
F,African_American,63,Male,1,-1.0,0
F,African_American,27,Male,3,-1.0,1
F,African_American,28,Male,2,-1.0,0
M,Native American,42,Male,0,-1.0,0
F,Caucasian,25,Male,1,0.0,0
M,African_American,54,Male,0,0.0,1
M,African_American,27,Female,0,-1.0,1
F,African_American,25,Male,2,-1.0,1
M,African_American,23,Female,0,-1.0,0
F,African_American,38,Male,1,-1.0,1
F,African_American,20,Female,0,0.0,0
M,Hispanic,38,Male,0,-1.0,0
M,African_American,24,Male,9,-1.0,1
M,African_American,24,Male,1,0.0,1
F,Caucasian,23,Male,1,0.0,1
F,African_American,25,Female,1,-13.0,0
F,African_American,27,Male,3,-1.0,1
F,Caucasian,53,Male,1,-1.0,0
F,Caucasian,24,Male,3,-1.0,0
F,Caucasian,37,Male,3,-1.0,0
F,African_American,27,Male,4,-1.0,1
M,Other,54,Male,0,0.0,0
M,Caucasian,20,Male,0,-1.0,0
F,African_American,20,Male,1,-24.0,0
F,African_American,21,Male,1,-1.0,1
M,African_American,42,Male,1,0.0,1
F,Hispanic,38,Male,0,0.0,0
M,African_American,31,Male,13,-1.0,1
F,Caucasian,24,Male,1,-1.0,1
F,Caucasian,28,Male,0,-1.0,0
M,Caucasian,23,Female,2,-1.0,0
F,African_American,30,Female,15,-4.0,1
F,African_American,26,Male,2,-1.0,0
M,Caucasian,26,Male,0,-1.0,0
F,Caucasian,29,Male,0,-1.0,0
F,African_American,29,Male,2,-1.0,0
F,African_American,28,Male,9,-1.0,1
F,African_American,38,Male,0,0.0,0
F,Caucasian,31,Male,11,-1.0,1
F,Caucasian,44,Female,1,-3.0,0
F,African_American,29,Male,0,-1.0,0
F,African_American,25,Male,0,0.0,0
F,African_American,51,Male,3,-1.0,0
M,Caucasian,55,Male,27,-1.0,0
F,Other,30,Male,0,-1.0,0
M,Caucasian,31,Male,0,0.0,0
M,Caucasian,43,Male,0,0.0,0
F,Caucasian,41,Male,0,-1.0,1
F,Caucasian,25,Male,0,-1.0,0
F,African_American,33,Female,2,-1.0,1
F,African_American,27,Male,10,-1.0,0
M,African_American,28,Male,5,-1.0,0
F,Caucasian,47,Female,28,-1.0,1
F,Caucasian,64,Male,0,-1.0,0
M,African_American,50,Male,24,0.0,1
F,African_American,21,Male,1,-1.0,1
F,African_American,48,Male,6,-1.0,0
F,African_American,31,Male,13,-1.0,1
M,African_American,22,Female,3,-2.0,0
F,African_American,21,Male,0,-1.0,0
F,African_American,55,Male,5,-1.0,1
F,African_American,34,Male,1,0.0,0
F,Caucasian,28,Male,1,-21.0,1
M,Caucasian,39,Male,2,0.0,0
M,Hispanic,38,Male,0,0.0,0
F,Caucasian,36,Male,0,-1.0,0
F,African_American,28,Male,6,0.0,1
F,African_American,40,Male,2,-15.0,0
M,African_American,32,Male,12,-1.0,1
M,Caucasian,36,Male,0,-1.0,0
M,African_American,23,Female,0,-1.0,0
F,Caucasian,39,Male,1,-1.0,0
M,African_American,50,Male,2,0.0,0
F,African_American,28,Male,2,-1.0,1
F,African_American,22,Male,11,0.0,1
M,Hispanic,26,Male,0,-1.0,1
M,African_American,32,Male,0,-1.0,0
F,African_American,31,Female,1,0.0,1
M,African_American,29,Male,0,-1.0,1
F,Caucasian,21,Male,0,-1.0,1
M,Hispanic,45,Male,0,0.0,0
M,African_American,41,Female,0,-1.0,0
F,African_American,26,Male,3,-1.0,0
M,Caucasian,25,Male,0,-1.0,1
F,African_American,29,Male,0,-1.0,0
F,Caucasian,25,Male,13,-1.0,1
F,Caucasian,31,Female,1,-2.0,0
M,Caucasian,22,Female,2,-1.0,1
M,Caucasian,37,Male,0,-3.0,0
F,African_American,22,Male,3,-1.0,0
F,African_American,36,Male,11,-1.0,1
F,African_American,31,Female,2,-1.0,1
F,African_American,23,Male,8,0.0,1
M,Hispanic,51,Female,2,0.0,0
F,African_American,37,Male,5,-29.0,0
M,African_American,25,Male,7,-1.0,1
M,African_American,41,Male,7,0.0,1
F,African_American,36,Male,2,-1.0,1
M,African_American,20,Male,1,-2.0,1
F,African_American,47,Male,22,-1.0,1
F,Caucasian,48,Female,0,-1.0,0
M,Caucasian,26,Male,0,-2.0,0
F,African_American,24,Male,3,26.0,1
F,Caucasian,49,Male,8,0.0,1
F,African_American,40,Male,6,-1.0,0
F,African_American,29,Male,5,-1.0,1
F,African_American,33,Male,8,-1.0,0
M,Other,45,Male,0,-1.0,0
M,African_American,30,Male,7,0.0,1
F,African_American,30,Male,5,-1.0,1
F,African_American,20,Male,0,-1.0,1
M,Caucasian,29,Male,4,-1.0,1
F,African_American,63,Female,1,0.0,0
F,Caucasian,26,Male,2,-1.0,1
M,African_American,33,Male,3,-1.0,1
F,African_American,20,Male,0,-1.0,0
M,Caucasian,52,Female,0,-1.0,0
F,African_American,23,Male,2,-1.0,1
F,Caucasian,26,Male,2,-1.0,0
F,Caucasian,56,Male,1,0.0,0
F,Caucasian,22,Male,0,-1.0,0
F,Caucasian,29,Male,0,-1.0,0
F,African_American,37,Male,11,-1.0,0
F,Other,21,Male,0,-1.0,0
F,African_American,26,Female,4,-1.0,1
F,African_American,30,Male,5,-1.0,1
M,Hispanic,47,Male,0,-4.0,0
F,African_American,27,Male,0,-1.0,0
F,African_American,28,Male,7,-1.0,1
F,African_American,34,Male,0,-1.0,1
F,Other,46,Male,2,-1.0,0
F,Caucasian,22,Male,0,0.0,0
F,African_American,27,Male,15,-1.0,1
M,African_American,23,Male,2,-1.0,1
F,African_American,27,Male,5,0.0,1
M,African_American,54,Male,2,-26.0,0
F,African_American,21,Male,1,0.0,1
F,Asian,45,Female,6,-1.0,1
M,Caucasian,56,Male,5,-1.0,0
F,African_American,30,Female,3,-1.0,0
F,Caucasian,21,Male,0,-2.0,1
F,Other,29,Male,0,-1.0,0
F,African_American,57,Male,8,-1.0,1
F,African_American,20,Male,0,-1.0,1
F,African_American,27,Female,0,-2.0,1
F,African_American,21,Male,0,0.0,0
F,African_American,34,Male,1,-1.0,0
M,African_American,30,Male,9,-1.0,1
F,Caucasian,26,Male,3,-1.0,1
F,African_American,44,Male,6,0.0,1
F,Caucasian,47,Male,1,-1.0,1
F,Hispanic,48,Female,4,-6.0,1
F,African_American,38,Male,2,0.0,1
F,Hispanic,23,Male,0,0.0,0
F,Caucasian,20,Male,0,-1.0,1
F,African_American,45,Female,0,-1.0,0
M,African_American,24,Male,1,-1.0,1
F,African_American,33,Male,16,-2.0,1
F,Caucasian,23,Female,0,-1.0,0
F,Caucasian,61,Female,8,0.0,1
F,Caucasian,37,Female,7,-30.0,1
F,African_American,34,Male,0,-1.0,0
M,African_American,30,Male,0,-1.0,0
M,African_American,59,Male,4,0.0,0
F,Hispanic,34,Male,0,-1.0,0
M,Caucasian,58,Female,0,-1.0,0
F,African_American,32,Male,22,0.0,1
F,African_American,22,Female,2,-1.0,0
M,Caucasian,27,Male,1,-1.0,1
F,African_American,21,Male,1,-1.0,1
F,African_American,46,Male,0,0.0,0
M,Hispanic,37,Male,2,-1.0,0
M,Caucasian,61,Female,0,-1.0,0
F,Hispanic,41,Male,9,-1.0,0
F,African_American,22,Male,3,-11.0,1
M,Caucasian,30,Male,1,-1.0,1
F,Other,28,Female,1,0.0,0
F,African_American,20,Male,0,-1.0,1
F,African_American,24,Female,2,-1.0,1
F,Native American,25,Male,7,0.0,0
M,African_American,37,Male,0,-1.0,0
M,Hispanic,36,Male,2,-1.0,1
F,Hispanic,60,Male,0,-1.0,0
F,African_American,31,Male,0,-1.0,1
F,Hispanic,26,Male,4,0.0,0
M,Hispanic,50,Male,2,0.0,0
F,Caucasian,22,Male,0,0.0,0
F,African_American,25,Female,6,24.0,1
M,African_American,41,Male,7,-2.0,0
F,Caucasian,32,Male,6,0.0,0
F,Hispanic,24,Male,0,-1.0,0
F,African_American,27,Male,2,-1.0,0
F,African_American,49,Female,1,-1.0,0
M,Caucasian,45,Male,3,-1.0,1
F,African_American,21,Male,1,-1.0,0
M,Caucasian,34,Male,3,-1.0,0
F,Caucasian,44,Male,6,-1.0,1
F,Caucasian,54,Female,0,0.0,1
M,Caucasian,30,Male,1,0.0,1
M,African_American,61,Male,2,0.0,0
F,African_American,41,Male,2,-1.0,0
F,African_American,32,Male,0,0.0,0
F,African_American,20,Male,1,0.0,1
F,African_American,40,Male,3,-1.0,1
F,Other,22,Female,0,-1.0,0
F,African_American,25,Male,1,-1.0,1
F,Other,27,Female,5,-2.0,1
F,African_American,41,Female,8,0.0,1
F,African_American,31,Male,23,0.0,1
M,African_American,24,Female,2,0.0,0
F,African_American,30,Male,1,-1.0,0
F,Caucasian,53,Male,4,0.0,0
F,African_American,32,Male,17,0.0,1
M,African_American,31,Male,1,-1.0,1
F,African_American,45,Female,2,-1.0,0
F,Hispanic,41,Male,0,-2.0,0
F,African_American,35,Male,7,-1.0,0
F,African_American,35,Male,8,0.0,0
M,African_American,23,Male,0,0.0,1
F,Caucasian,54,Male,0,0.0,0
F,African_American,34,Male,7,0.0,1
F,Hispanic,21,Male,0,0.0,1
F,African_American,28,Male,9,-1.0,1
F,African_American,26,Male,0,-1.0,1
M,Caucasian,38,Male,5,-1.0,1
F,Caucasian,42,Male,2,-1.0,1
M,Caucasian,30,Male,9,-1.0,1
M,Caucasian,23,Female,4,-1.0,1
F,Caucasian,29,Male,2,-1.0,1
F,Caucasian,48,Male,0,-1.0,0
M,African_American,36,Male,16,-1.0,1
F,Caucasian,26,Male,2,-1.0,1
M,Hispanic,43,Male,3,21.0,1
F,African_American,27,Male,3,-1.0,1
F,African_American,23,Male,3,-1.0,0
F,African_American,36,Male,17,-1.0,1
M,Caucasian,58,Female,1,-3.0,0
F,African_American,25,Male,3,-1.0,1
F,African_American,25,Male,1,-1.0,1
F,African_American,33,Male,0,-1.0,1
M,Hispanic,34,Male,2,0.0,1
M,African_American,35,Male,12,0.0,1
F,Caucasian,26,Male,2,-1.0,0
F,Caucasian,49,Female,2,-1.0,0
F,African_American,45,Male,17,-1.0,1
M,Caucasian,50,Male,4,-27.0,0
M,African_American,23,Male,1,-27.0,1
F,Caucasian,24,Male,6,-1.0,0
F,Caucasian,30,Male,6,-1.0,0
M,Other,37,Male,6,-1.0,0
M,African_American,25,Male,3,0.0,1
F,African_American,61,Male,1,0.0,1
M,Caucasian,24,Female,0,0.0,0
M,Caucasian,34,Male,1,-14.0,0
F,African_American,43,Male,0,-1.0,1
M,Caucasian,22,Male,1,-1.0,0
F,Other,40,Female,0,-1.0,0
F,African_American,41,Male,6,-1.0,1
F,African_American,21,Male,1,-15.0,1
M,African_American,24,Male,3,-1.0,0
F,African_American,39,Male,3,-1.0,1
F,Other,57,Male,0,0.0,0
F,African_American,25,Male,5,-1.0,1
F,African_American,29,Male,0,0.0,0
M,African_American,30,Male,1,0.0,0
F,African_American,23,Male,3,-1.0,1
M,Caucasian,27,Male,3,-1.0,0
F,Hispanic,31,Male,0,-5.0,0
M,African_American,34,Male,3,-1.0,1
F,African_American,31,Male,1,-1.0,0
F,African_American,24,Female,1,-1.0,0
M,African_American,23,Female,0,0.0,0
F,African_American,52,Male,3,0.0,1
F,African_American,25,Male,7,-1.0,1
F,African_American,37,Male,17,0.0,1
F,African_American,21,Male,0,-1.0,0
M,Hispanic,32,Male,2,0.0,1
F,Caucasian,35,Male,0,0.0,1
F,Caucasian,25,Male,1,-1.0,0
F,African_American,54,Male,28,-1.0,1
F,Caucasian,26,Male,2,-3.0,0
F,African_American,24,Male,2,-1.0,1
F,African_American,59,Male,22,-1.0,1
F,Caucasian,31,Male,0,0.0,0
F,Other,21,Male,0,-1.0,0
F,African_American,24,Male,1,-1.0,1
F,African_American,29,Male,5,0.0,1
F,African_American,21,Male,0,-1.0,1
F,African_American,31,Female,0,0.0,1
M,African_American,65,Male,2,-18.0,1
M,African_American,28,Male,0,-1.0,1
F,African_American,54,Male,1,-1.0,0
M,Caucasian,46,Male,0,0.0,0
F,Caucasian,33,Female,1,-1.0,0
F,Caucasian,24,Male,3,0.0,0
F,African_American,53,Male,5,-1.0,0
F,African_American,34,Female,14,-1.0,0
F,Caucasian,32,Female,1,-1.0,0
F,African_American,50,Male,4,-1.0,1
F,African_American,30,Male,14,-1.0,1
F,African_American,21,Male,1,0.0,1
M,African_American,30,Male,18,-1.0,0
F,African_American,39,Female,1,-1.0,0
F,African_American,20,Female,0,0.0,0
F,Caucasian,50,Male,2,-1.0,1
F,African_American,41,Male,7,0.0,0
F,African_American,34,Male,1,-1.0,0
M,Other,20,Male,3,-1.0,1
M,Other,41,Male,0,0.0,0
F,Caucasian,20,Male,1,13.0,1
F,Caucasian,39,Male,1,-15.0,0
M,Caucasian,50,Female,7,-8.0,1
M,African_American,25,Female,1,-1.0,1
M,Caucasian,52,Female,0,0.0,0
M,African_American,51,Male,0,-1.0,0
F,African_American,23,Male,3,-1.0,1
M,Caucasian,32,Male,6,0.0,0
F,Other,40,Male,4,-1.0,1
F,Caucasian,27,Female,0,0.0,0
M,Hispanic,33,Male,2,-5.0,0
M,Caucasian,63,Male,1,-9.0,0
F,Caucasian,24,Female,2,-1.0,0
M,African_American,31,Male,8,-1.0,1
F,Other,24,Male,2,-1.0,1
F,Caucasian,20,Male,0,-1.0,1
M,Other,23,Female,0,-1.0,0
M,Hispanic,45,Male,1,-1.0,0
M,African_American,30,Male,4,-1.0,1
M,African_American,27,Female,0,0.0,0
F,Caucasian,25,Male,5,-1.0,1
F,Caucasian,30,Male,0,-1.0,0
F,African_American,58,Female,4,-14.0,1
M,Caucasian,24,Female,0,-1.0,1
F,African_American,60,Male,13,-1.0,1
F,Caucasian,39,Male,0,-1.0,0
F,African_American,25,Male,15,-1.0,1
F,African_American,28,Male,1,0.0,0
M,African_American,33,Male,9,-1.0,1
M,African_American,43,Male,0,-1.0,1
F,African_American,63,Male,6,-1.0,0
F,African_American,21,Male,0,-1.0,0
M,African_American,29,Male,3,-1.0,1
F,African_American,35,Male,0,-1.0,0
F,Hispanic,23,Male,0,0.0,1
F,Hispanic,37,Male,1,-1.0,0
F,African_American,65,Female,0,-1.0,0
F,African_American,30,Male,9,-1.0,1
M,African_American,37,Female,0,0.0,0
F,Caucasian,50,Male,0,-1.0,0
M,African_American,20,Female,0,-1.0,1
M,African_American,22,Male,0,-1.0,1
F,Other,31,Male,5,-1.0,0
F,Caucasian,29,Male,1,-1.0,0
F,African_American,32,Male,0,0.0,0
F,African_American,41,Male,0,0.0,0
F,African_American,23,Male,5,24.0,1
F,African_American,21,Male,1,0.0,0
F,African_American,27,Male,9,-1.0,1
F,Caucasian,39,Male,2,-1.0,0
M,Caucasian,28,Male,1,0.0,0
M,African_American,38,Female,0,-1.0,0
F,African_American,24,Male,2,0.0,1
F,Caucasian,24,Male,2,-27.0,0
M,Hispanic,20,Male,0,-1.0,1
F,African_American,36,Male,9,-1.0,1
F,Caucasian,34,Male,1,-1.0,0
M,African_American,26,Female,0,0.0,0
F,Caucasian,39,Male,1,-29.0,0
M,Caucasian,55,Male,0,0.0,0
M,African_American,25,Female,3,-23.0,0
F,African_American,22,Male,3,20.0,1
F,Caucasian,42,Male,0,-7.0,0
F,African_American,20,Male,2,-1.0,1
F,African_American,49,Male,2,-1.0,0
F,Caucasian,22,Male,0,-1.0,1
F,Caucasian,24,Male,0,-1.0,0
M,Caucasian,49,Female,2,-1.0,0
M,African_American,23,Male,3,-1.0,1
F,African_American,34,Male,2,-1.0,1
F,Other,37,Male,2,-1.0,0
F,Caucasian,41,Male,1,-6.0,0
F,Caucasian,34,Male,0,-1.0,0
F,Other,47,Male,0,-1.0,0
F,Caucasian,59,Male,0,-1.0,0
M,Hispanic,34,Male,2,0.0,0
F,African_American,19,Male,0,-1.0,1
F,African_American,39,Male,6,-1.0,1
F,African_American,37,Male,2,-1.0,1
F,African_American,19,Male,0,-1.0,1
F,African_American,24,Male,6,-1.0,1
F,African_American,29,Male,4,-1.0,0
F,Caucasian,28,Male,2,-1.0,1
F,African_American,25,Male,9,-17.0,0
M,African_American,47,Male,1,0.0,0
F,Caucasian,29,Male,10,-1.0,1
M,African_American,36,Female,1,-1.0,0
F,Caucasian,38,Male,2,-1.0,1
M,African_American,44,Male,3,-1.0,0
M,Caucasian,67,Male,0,0.0,0
F,Other,27,Male,1,-1.0,0
M,African_American,34,Female,0,-1.0,0
F,African_American,41,Female,2,-26.0,1
M,African_American,37,Male,0,-1.0,1
F,Caucasian,39,Male,1,-1.0,0
M,Hispanic,24,Female,0,0.0,0
F,Caucasian,25,Male,4,-1.0,0
F,Hispanic,31,Male,1,-1.0,1
M,Caucasian,34,Female,0,0.0,1
F,African_American,31,Male,11,0.0,1
M,African_American,26,Male,1,0.0,1
M,African_American,28,Male,3,0.0,0
M,Hispanic,38,Male,2,0.0,0
M,African_American,27,Female,0,-1.0,1
M,Caucasian,31,Male,1,0.0,0
F,Caucasian,21,Female,0,-1.0,1
F,African_American,30,Male,7,-1.0,1
M,Caucasian,40,Male,0,0.0,0
F,African_American,24,Male,17,-1.0,1
F,African_American,48,Male,3,-1.0,1
M,African_American,26,Female,0,-1.0,0
M,African_American,39,Male,0,-3.0,0
F,African_American,29,Male,8,-1.0,1
F,African_American,20,Male,0,-1.0,1
M,Caucasian,56,Male,1,-1.0,0
M,African_American,25,Male,11,-1.0,1
F,African_American,25,Male,1,-1.0,0
F,African_American,59,Male,8,-23.0,1
M,Other,57,Male,0,-1.0,0
F,African_American,25,Male,1,-1.0,0
M,Hispanic,34,Male,0,0.0,0
F,African_American,57,Male,19,-1.0,0
F,African_American,21,Male,0,-1.0,0
F,Caucasian,42,Female,0,-1.0,1
M,Caucasian,35,Male,1,-15.0,1
F,African_American,25,Male,1,0.0,0
F,African_American,32,Male,7,-1.0,1
F,Caucasian,28,Female,7,-1.0,1
F,African_American,59,Male,8,-1.0,0
F,African_American,39,Male,0,-1.0,1
M,African_American,25,Male,1,-1.0,1
M,African_American,27,Male,1,-1.0,0
M,Caucasian,24,Male,1,-8.0,0
M,Caucasian,54,Male,0,-4.0,0
F,Other,52,Male,2,-1.0,0
F,Caucasian,53,Male,2,-1.0,0
F,Caucasian,27,Male,0,-1.0,0
M,Other,53,Male,0,0.0,0
F,Caucasian,19,Male,1,-1.0,1
F,African_American,26,Male,1,-30.0,1
F,Caucasian,42,Male,0,-1.0,0
M,Caucasian,21,Male,0,-1.0,0
F,Other,46,Male,0,-1.0,0
M,African_American,51,Male,2,-1.0,0
F,Caucasian,34,Male,0,-1.0,0
F,Caucasian,24,Male,0,-1.0,0
M,Caucasian,37,Male,4,-18.0,1
M,Caucasian,25,Male,0,0.0,1
M,African_American,24,Male,1,-1.0,0
F,Caucasian,40,Female,0,-1.0,0
M,African_American,41,Male,0,0.0,0
F,Caucasian,22,Male,2,-1.0,1
M,African_American,21,Male,1,-1.0,0
F,Caucasian,19,Male,1,-1.0,1
M,African_American,21,Male,1,-1.0,0
F,African_American,22,Male,0,0.0,1
M,Caucasian,30,Female,0,-1.0,0
M,Caucasian,45,Female,0,0.0,0
M,Caucasian,66,Male,0,-1.0,0
F,Other,45,Female,1,-1.0,0
F,African_American,47,Male,3,0.0,1
M,Caucasian,53,Male,1,-1.0,0
F,African_American,48,Male,5,-1.0,1
F,Caucasian,48,Female,0,-1.0,0
F,Caucasian,55,Female,2,-12.0,0
M,Caucasian,69,Male,0,-1.0,0
M,Caucasian,36,Female,4,-10.0,1
F,Caucasian,53,Male,0,0.0,0
F,African_American,23,Male,4,0.0,1
F,African_American,30,Male,1,-1.0,0
M,Hispanic,36,Male,1,-1.0,0
F,Caucasian,28,Female,0,-1.0,1
F,African_American,20,Female,0,-1.0,0
F,Caucasian,59,Male,0,-1.0,0
F,African_American,23,Female,0,0.0,1
F,African_American,28,Female,1,-1.0,0
M,African_American,24,Male,1,-1.0,0
M,African_American,33,Female,3,-1.0,0
F,Hispanic,44,Male,2,-1.0,0
M,Caucasian,25,Male,5,-3.0,1
F,African_American,22,Male,1,-1.0,0
M,African_American,27,Male,1,-1.0,0
M,African_American,33,Male,2,-1.0,0
F,African_American,22,Male,1,0.0,1
F,African_American,24,Male,2,0.0,1
F,Caucasian,21,Male,0,-1.0,1
F,Hispanic,22,Female,1,-1.0,0
M,African_American,23,Male,1,-1.0,1
F,African_American,28,Female,4,0.0,0
F,African_American,27,Male,2,-1.0,1
M,African_American,25,Male,0,-1.0,0
F,Other,44,Male,6,-1.0,1
F,African_American,27,Male,1,-1.0,1
F,Other,30,Male,6,-1.0,1
F,Caucasian,42,Female,1,-1.0,1
F,African_American,20,Male,0,-1.0,1
M,African_American,24,Male,1,-1.0,0
M,African_American,22,Male,0,-1.0,0
F,Caucasian,58,Male,2,-1.0,0
M,Caucasian,52,Male,7,-1.0,0
F,Caucasian,26,Male,1,0.0,0
M,African_American,37,Male,2,0.0,1
M,Caucasian,43,Female,3,9.0,1
M,African_American,52,Male,1,-21.0,0
F,Caucasian,36,Male,5,-1.0,1
M,African_American,30,Male,4,-1.0,0
F,Caucasian,36,Male,0,0.0,0
F,Caucasian,27,Female,0,0.0,0
M,Hispanic,23,Male,6,-1.0,0
M,Caucasian,39,Male,2,-26.0,0
F,Caucasian,37,Male,1,0.0,1
F,African_American,40,Male,0,-1.0,0
F,African_American,29,Male,10,0.0,1
M,Caucasian,44,Male,1,-22.0,0
F,Other,30,Male,0,-1.0,0
M,African_American,24,Male,0,-1.0,1
F,Other,36,Male,0,-1.0,0
M,Other,25,Male,1,-1.0,1
F,Caucasian,39,Male,3,-1.0,0
F,African_American,52,Male,1,-1.0,0
F,Caucasian,20,Male,1,-1.0,1
F,African_American,22,Male,0,-1.0,1
M,African_American,36,Male,0,-1.0,1
F,Hispanic,28,Male,0,0.0,0
F,Caucasian,47,Male,2,-1.0,0
F,African_American,52,Female,3,0.0,0
M,Caucasian,29,Male,1,0.0,0
F,Caucasian,36,Male,1,0.0,0
M,African_American,40,Male,11,-1.0,1
F,Caucasian,24,Male,0,-1.0,1
F,African_American,25,Male,0,0.0,0
M,Caucasian,36,Male,0,-1.0,1
F,African_American,21,Female,0,-1.0,0
F,African_American,27,Male,12,-1.0,1
M,Caucasian,24,Female,7,-1.0,0
F,African_American,26,Female,4,0.0,1
M,Caucasian,45,Male,2,0.0,0
M,African_American,25,Female,0,-1.0,1
M,African_American,26,Male,2,-29.0,0
M,Hispanic,35,Male,5,-1.0,1
F,Other,23,Male,6,-1.0,1
F,African_American,27,Male,9,-1.0,1
F,African_American,27,Male,0,-1.0,0
F,Caucasian,22,Male,1,-1.0,1
F,Caucasian,46,Male,0,-1.0,0
F,African_American,21,Male,1,-1.0,1
F,African_American,40,Male,1,-1.0,0
F,Caucasian,23,Male,0,0.0,1
F,Caucasian,50,Male,8,-1.0,0
F,African_American,20,Male,2,-1.0,1
F,African_American,51,Male,3,-18.0,0
M,Caucasian,25,Male,0,-1.0,0
M,Caucasian,47,Female,0,-6.0,1
F,Caucasian,22,Male,0,0.0,1
F,African_American,30,Male,8,-1.0,1
F,African_American,19,Male,1,0.0,1
F,African_American,31,Male,11,0.0,1
F,Hispanic,52,Male,20,-1.0,0
F,African_American,33,Male,7,0.0,1
F,African_American,30,Male,20,0.0,1
F,African_American,22,Male,0,-1.0,0
M,Other,45,Male,0,0.0,0
M,African_American,24,Male,2,0.0,1
M,African_American,38,Male,4,-1.0,0
F,African_American,34,Male,5,-1.0,1
M,Caucasian,44,Male,11,0.0,0
M,Caucasian,59,Male,0,0.0,0
F,Other,23,Male,0,-1.0,0
F,African_American,30,Male,1,-1.0,0
F,African_American,28,Male,1,0.0,0
M,Hispanic,47,Male,0,-1.0,1
F,African_American,38,Male,7,-1.0,1
F,Caucasian,27,Male,18,-1.0,1
F,African_American,33,Male,14,-1.0,1
F,African_American,47,Male,6,0.0,0
F,African_American,30,Male,2,-1.0,1
M,Caucasian,37,Female,0,0.0,0
M,African_American,36,Male,9,0.0,0
F,African_American,28,Male,4,-1.0,0
F,Caucasian,24,Male,0,0.0,0
F,Hispanic,28,Male,3,-1.0,1
F,African_American,25,Male,4,0.0,1
F,Other,54,Male,1,-2.0,0
M,Caucasian,27,Male,0,0.0,1
M,Caucasian,41,Male,1,-1.0,1
F,African_American,28,Male,18,0.0,1
F,African_American,31,Female,9,-1.0,1
F,African_American,23,Male,6,-1.0,1
F,African_American,36,Female,0,-1.0,0
F,African_American,35,Female,0,-1.0,1
M,Caucasian,33,Female,1,-5.0,1
F,Caucasian,21,Male,1,-1.0,1
F,African_American,24,Male,4,-1.0,1
F,Other,29,Male,0,-1.0,0
F,Caucasian,29,Male,0,-1.0,1
F,African_American,22,Male,0,-1.0,1
F,African_American,40,Male,0,-1.0,0
F,Hispanic,37,Male,3,-1.0,1
M,Caucasian,44,Male,4,0.0,0
F,African_American,38,Female,3,0.0,1
M,African_American,22,Female,2,-1.0,1
M,Caucasian,29,Male,0,0.0,1
F,African_American,28,Male,6,-1.0,1
F,Hispanic,49,Male,0,-3.0,0
F,Caucasian,39,Male,9,-1.0,1
F,African_American,29,Female,0,-3.0,0
M,African_American,23,Male,0,0.0,1
F,Native American,28,Male,2,-1.0,0
M,Other,69,Male,0,-1.0,0
F,Caucasian,35,Female,3,0.0,0
F,African_American,24,Male,4,-1.0,0
M,Caucasian,37,Male,4,0.0,0
